Site,47/48,48/49,49/50,50/51,51/52,52/53,53/54,54/55,55/56,56/57,57/58,58/59,59/60,60/61,61/62,62/63,63/64,64/65,65/66,66/67,67/68,68/69,69/70,70/71,71/72,72/73,73/74,74/75,75/76,76/77,77/78,78/79,79/80,80/81,81/82,82/83,83/84,84/85,85/86,86/87,87/88,88/89,89/90,90/91,91/92,92/93,93/94,94/95,95/96,96/97,97/98,98/99,99/00,00/01,01/02,02/03,03/04,04/05,05/06,06/07,07/08,08/09,09/10,10/11,11/12,12/13,13/14,14/15,15/16,16/17,17/18,RoughTimeAccessed
Chichester Canal,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[107, 1, 'Sep', 0, None, None]","[74, 1, 'Sep', 0, None, None]","[103, 1, 'Mar', 0, None, None]","[119, 1, 'Oct', 0, None, None]","[100, 1, 'Nov', 0, None, None]","[112, 1, 'Oct', 0, None, None]","[103, 1, 'Nov', 0, None, None]",2019-12-04 19:48:46
Stanwick Gravel Pits Consolidated,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[2, 1, 'Nov', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[4, 1, 'Mar', 0, None, None]","[10, 1, 'Dec', 0, None, None]","[4, 2, 'Sep', 0, None, None]","[2, 2, 'Sep', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[1, 1, 'Sep', 0, None, None]",nan,"[16, 2, 'Apr', 0, None, None]",nan,"[42, 1, 'Oct', 0, None, None]",nan,"[51, 1, 'Nov', 0, None, None]",nan,nan,"[63, 2, 'Mar', 0, None, None]","[147, 2, 'Sep', 0, None, None]","[120, 1, 'Feb', 0, None, None]",nan,"[126, 1, 'Jan', 0, None, None]","[99, 1, 'Oct', 0, None, None]","[107, 1, 'Feb', 0, None, None]","[129, 1, 'Dec', 0, None, None]","[101, 1, 'Nov', 0, None, None]","[101, 1, 'Sep', 0, None, None]",2019-12-04 19:48:46
Grimley New Workings,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[16, 1, 'May', 0, None, None]","[28, 2, 'Dec', 0, None, None]","[41, 1, 'Oct', 0, None, None]","[36, 2, 'Nov', 0, None, None]","[56, 2, 'Jan', 0, None, None]","[48, 1, 'Feb', 0, None, None]","[46, 1, 'Mar', 0, None, None]","[56, 1, 'Nov', 0, None, None]","[131, 1, 'Apr', 0, None, None]","[89, 1, 'Apr', 0, None, None]","[80, 2, 'Feb', 0, None, None]","[90, 1, 'Feb', 0, None, None]","[91, 1, 'Feb', 0, None, None]","[112, 1, 'Feb', 0, None, None]","[100, 1, 'Jan', 0, None, None]",2019-12-04 19:48:46
Grantham Canal - Cotgrave to Gamston,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[18, 1, 'Oct', 0, None, None]","[29, 1, 'Sep', 0, None, None]","[30, 1, 'Jan', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[49, 1, 'Oct', 0, None, None]","[23, 1, 'Nov', 0, None, None]","[38, 1, 'Oct', 0, None, None]","[29, 1, 'Sep', 0, None, None]",nan,nan,nan,nan,"[97, 1, 'Mar', 0, None, None]","[122, 1, 'Oct', 0, None, None]","[151, 1, 'Jan', 0, None, None]","[102, 1, 'Jan', 0, None, None]","[106, 1, 'Oct', 0, None, None]","[97, 1, 'Nov', 0, None, None]","[68, 1, 'Jan', 0, None, None]","[68, 1, 'Dec', 0, None, None]","[110, 1, 'Oct', 0, None, None]","[112, 1, 'Nov', 0, None, None]","[81, 1, 'Dec', 0, None, None]","[72, 1, 'Jan', 0, None, None]","[101, 1, 'Mar', 0, None, None]",2019-12-04 19:48:46
"Leeds Castle, Kent",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[93, 1, 'Nov', 0, None, None]",2019-12-04 19:48:46
Cotswold Water Park (West),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[56, 1, 'Oct', 0, None, None]","[63, 1, 'Feb', 0, None, None]","[85, 1, 'Jan', 0, None, None]","[72, 1, 'Feb', 0, None, None]","[76, 1, 'Dec', 0, None, None]","[83, 1, 'Dec', 0, None, None]","[62, 1, 'Oct', 0, None, None]","[63, 1, 'Jan', 0, None, None]","[67, 1, 'Sep', 0, None, None]","[61, 1, 'Dec', 0, None, None]","[49, 1, 'Oct', 0, None, None]","[89, 1, 'Oct', 0, None, None]","[73, 1, 'Dec', 0, None, None]","[132, 1, 'Sep', 0, None, None]","[117, 1, 'Nov', 0, None, None]","[151, 1, 'Oct', 0, None, None]","[132, 1, 'Oct', 0, None, None]","[151, 1, 'Oct', 0, None, None]","[113, 1, 'Nov', 0, None, None]","[99, 1, 'Nov', 0, None, None]","[67, 1, 'Feb', 0, None, None]","[82, 1, 'Sep', 0, None, None]","[101, 1, 'Sep', 0, None, None]",nan,nan,nan,2019-12-04 19:48:46
Ingrebourne Valley,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[107, 1, 'Feb', 0, None, None]","[76, 1, 'Aug', 0, None, None]","[122, 1, 'Jan', 0, None, None]","[116, 1, 'Feb', 0, None, None]","[121, 1, 'Feb', 0, None, None]","[77, 1, 'Dec', 0, None, None]","[71, 1, 'Dec', 0, None, None]",nan,nan,nan,"[124, 1, 'Feb', 0, None, None]","[94, 1, 'Oct', 0, None, None]","[94, 1, 'Mar', 0, None, None]","[122, 1, 'Jan', 0, None, None]","[81, 1, 'Dec', 0, None, None]","[100, 1, 'Oct', 0, None, None]",nan,nan,nan,2019-12-04 19:48:46
Colne Valley Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[18, 1, 'Feb', 0, None, None]","[14, 1, 'Aug', 0, None, None]","[108, 2, 'Feb', 0, None, None]","[92, 1, 'Jan', 0, None, None]","[81, 2, 'Jan', 0, None, None]","[48, 1, 'Sep', 0, None, None]","[54, 1, 'Jul', 0, None, None]","[66, 2, 'Feb', 0, None, None]","[53, 2, 'Aug', 0, None, None]","[149, 1, 'Nov', 0, None, None]","[112, 1, 'Feb', 0, None, None]","[58, 2, 'Sep', 0, None, None]","[122, 1, 'Mar', 0, None, None]","[86, 1, 'Mar', 0, None, None]","[95, 1, 'Nov', 0, None, None]","[92, 1, 'Mar', 0, None, None]","[106, 1, 'Jan', 0, None, None]","[77, 1, 'Sep', 0, None, None]","[69, 1, 'Mar', 0, None, None]","[114, 1, 'Jan', 0, None, None]","[88, 1, 'Mar', 0, None, None]","[96, 1, 'Dec', 0, None, None]","[89, 1, 'Dec', 0, None, None]","[67, 1, 'Dec', 0, None, None]","[95, 1, 'Dec', 0, None, None]","[68, 1, 'Feb', 0, None, None]",2019-12-04 19:48:46
Tring Reservoirs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[49, 1, 'Mar', 0, None, None]","[69, 1, 'Sep', 0, None, None]","[55, 1, 'Oct', 0, None, None]","[65, 1, 'Nov', 0, None, None]","[78, 1, 'Sep', 0, None, None]","[148, 1, 'Sep', 0, None, None]","[207, 1, 'Nov', 0, None, None]","[90, 1, 'Dec', 0, None, None]","[149, 1, 'Oct', 0, None, None]","[110, 1, 'Oct', 0, None, None]","[106, 1, 'Oct', 0, None, None]","[115, 1, 'Jan', 0, None, None]","[135, 1, 'Jan', 0, None, None]","[110, 1, 'Mar', 0, None, None]","[138, 1, 'Nov', 0, None, None]","[93, 1, 'Sep', 0, None, None]","[117, 1, 'Sep', 0, None, None]","[91, 1, 'Oct', 0, None, None]","[75, 1, 'Sep', 0, None, None]","[95, 1, 'Sep', 0, None, None]","[44, 1, 'Aug', 0, None, None]","[63, 1, 'Sep', 0, None, None]","[108, 2, 'Oct', 0, None, None]","[79, 1, 'Dec', 0, None, None]","[86, 1, 'Oct', 0, None, None]","[74, 1, 'Nov', 0, None, None]",2019-12-04 19:48:46
Southampton Water,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[38, 2, 'Nov', 0, None, None]","[62, 1, 'Sep', 0, None, None]","[47, 2, 'Nov', 0, None, None]","[47, 1, 'Nov', 0, None, None]","[33, 1, 'Nov', 0, None, None]","[54, 1, 'Aug', 0, None, None]","[73, 2, 'Feb', 0, None, None]","[102, 1, 'Feb', 0, None, None]","[81, 1, 'Jan', 0, None, None]","[81, 1, 'Oct', 0, None, None]","[125, 1, 'Jan', 0, None, None]","[83, 1, 'Jan', 0, None, None]","[114, 1, 'Feb', 0, None, None]","[81, 1, 'Dec', 0, None, None]","[114, 2, 'Dec', 0, None, None]","[127, 1, 'Jan', 0, None, None]","[86, 1, 'Dec', 0, None, None]","[135, 1, 'Dec', 0, None, None]","[96, 1, 'Dec', 0, None, None]","[93, 1, 'Feb', 0, None, None]","[83, 1, 'Nov', 0, None, None]","[110, 1, 'Oct', 0, None, None]","[71, 1, 'Dec', 0, None, None]","[64, 2, 'Nov', 0, None, None]","[58, 1, 'Feb', 0, None, None]",2019-12-04 19:48:46
Somerset Levels,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[168, 1, 'Mar', 0, None, None]","[228, 1, 'Feb', 0, None, None]","[279, 1, 'Nov', 0, None, None]","[356, 1, 'Oct', 0, None, None]","[251, 1, 'Oct', 0, None, None]","[250, 1, 'Feb', 0, None, None]","[370, 1, 'Oct', 0, None, None]","[407, 1, 'Oct', 0, None, None]","[310, 1, 'Oct', 0, None, None]","[308, 1, 'Oct', 0, None, None]","[325, 1, 'Mar', 0, None, None]","[276, 1, 'Feb', 0, None, None]","[327, 1, 'Feb', 0, None, None]","[410, 1, 'Oct', 0, None, None]","[430, 1, 'Mar', 0, None, None]","[392, 1, 'Oct', 0, None, None]","[156, 1, 'Mar', 0, None, None]","[272, 2, 'Oct', 0, None, None]","[133, 1, 'Oct', 0, None, None]","[66, 1, 'Mar', 0, None, None]","[88, 1, 'Nov', 0, None, None]","[56, 1, 'Mar', 0, None, None]","[85, 1, 'Jan', 0, None, None]","[74, 1, 'Nov', 0, None, None]","[76, 1, 'Oct', 0, None, None]","[109, 1, 'Oct', 0, None, None]",2019-12-04 19:48:46
Tees Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[72, 1, 'Apr', 0, None, None]","[91, 1, 'Aug', 0, None, None]","[111, 1, 'Aug', 0, None, None]","[59, 1, 'Aug', 0, None, None]","[54, 1, 'Sep', 0, None, None]","[73, 1, 'Feb', 0, None, None]","[75, 1, 'Nov', 0, None, None]","[77, 1, 'Sep', 0, None, None]","[73, 1, 'Apr', 0, None, None]","[115, 1, 'Oct', 0, None, None]","[110, 1, 'Nov', 0, None, None]","[103, 1, 'Dec', 0, None, None]","[102, 1, 'Sep', 0, None, None]","[126, 1, 'Dec', 0, None, None]","[108, 1, 'Dec', 0, None, None]","[58, 1, 'May', 0, None, None]","[95, 1, 'Dec', 0, None, None]","[76, 1, 'Aug', 0, None, None]","[58, 1, 'Oct', 0, None, None]","[69, 1, 'Sep', 0, None, None]","[73, 1, 'Jan', 0, None, None]","[89, 1, 'Sep', 0, None, None]","[67, 1, 'Sep', 0, None, None]","[78, 1, 'Sep', 0, None, None]","[92, 1, 'Dec', 0, None, None]",2019-12-04 19:48:46
Ouse Washes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[102, 1, 'Dec', 0, None, None]","[182, 1, 'Dec', 0, None, None]","[269, 1, 'Feb', 0, None, None]","[241, 1, 'Feb', 0, None, None]","[124, 1, 'Jan', 0, None, None]","[201, 1, 'Mar', 0, None, None]","[287, 1, 'Nov', 0, None, None]","[141, 1, 'Apr', 0, None, None]","[206, 1, 'Jan', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[61, 1, 'Apr', 0, None, None]","[70, 1, 'Nov', 0, None, None]","[95, 1, 'Nov', 0, None, None]","[102, 1, 'Feb', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[111, 1, 'Feb', 0, None, None]","[201, 1, 'Dec', 0, None, None]","[557, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[420, 2, 'Dec', 0, None, None]","[163, 1, 'Feb', 0, None, None]","[115, 1, 'Dec', 1, 'Supplementary roost count under the WeBS Core Count Survey', 'WeBS']","[104, 1, 'Mar', 0, None, None]","[151, 1, 'Dec', 0, None, None]","[97, 1, 'Jan', 0, None, None]","[131, 1, 'Jan', 0, None, None]","[86, 1, 'Jan', 0, None, None]","[34, 1, 'Nov', 0, None, None]","[41, 1, 'Feb', 0, None, None]",2019-12-04 19:48:46
Chichester Harbour,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[37, 1, 'Mar', 0, None, None]","[50, 1, 'Jan', 0, None, None]","[55, 1, 'Mar', 0, None, None]","[63, 2, 'Jul', 0, None, None]","[75, 1, 'Nov', 0, None, None]","[48, 1, 'Dec', 0, None, None]","[63, 1, 'Feb', 0, None, None]","[80, 2, 'Nov', 0, None, None]","[81, 1, 'Jan', 0, None, None]","[74, 1, 'Dec', 0, None, None]","[78, 1, 'Feb', 0, None, None]","[85, 1, 'Feb', 0, None, None]","[98, 1, 'Dec', 0, None, None]","[127, 1, 'Mar', 0, None, None]","[95, 1, 'Nov', 0, None, None]","[108, 1, 'Mar', 0, None, None]","[106, 1, 'Feb', 0, None, None]","[80, 1, 'Dec', 0, None, None]","[62, 1, 'Jan', 0, None, None]","[65, 1, 'Jan', 0, None, None]","[86, 1, 'Nov', 0, None, None]","[74, 1, 'Jan', 0, None, None]","[88, 1, 'Jan', 0, None, None]","[41, 1, 'Feb', 0, None, None]","[96, 1, 'Feb', 0, None, None]","[85, 1, 'Dec', 0, None, None]",2019-12-04 19:48:46
Dee Estuary (English counties),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[6, 1, 'Sep', 0, None, None]","[21, 2, 'Oct', 0, None, None]","[39, 1, 'Aug', 0, None, None]","[53, 1, 'Aug', 0, None, None]","[43, 1, 'Aug', 0, None, None]","[63, 1, 'Nov', 0, None, None]","[71, 1, 'Jan', 0, None, None]","[72, 1, 'Nov', 0, None, None]","[125, 1, 'Feb', 0, None, None]","[154, 1, 'Dec', 0, None, None]","[107, 1, 'Nov', 0, None, None]","[111, 1, 'Jan', 0, None, None]","[79, 1, 'Feb', 0, None, None]","[92, 1, 'Feb', 0, None, None]","[71, 1, 'Nov', 0, None, None]","[84, 1, 'Mar', 0, None, None]","[84, 1, 'Dec', 0, None, None]","[88, 1, 'Nov', 0, None, None]","[52, 1, 'Nov', 0, None, None]","[67, 1, 'Nov', 0, None, None]","[83, 1, 'Dec', 0, None, None]","[55, 1, 'Oct', 0, None, None]","[83, 1, 'Jan', 0, None, None]","[85, 2, 'Dec', 0, None, None]","[93, 1, 'Nov', 0, None, None]","[63, 1, 'Aug', 0, None, None]",2019-12-04 19:48:46
Fairburn Ings,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[22, 1, 'Dec', 0, None, None]","[44, 1, 'Jun', 0, None, None]","[96, 1, 'Sep', 0, None, None]","[108, 1, 'Sep', 0, None, None]","[104, 1, 'Oct', 0, None, None]","[112, 1, 'Aug', 0, None, None]","[120, 1, 'Aug', 0, None, None]","[113, 1, 'Jul', 0, None, None]","[115, 2, 'Jan', 0, None, None]","[86, 1, 'Oct', 0, None, None]","[73, 1, 'Nov', 0, None, None]","[154, 1, 'Dec', 0, None, None]",nan,"[134, 1, 'Sep', 0, None, None]","[116, 1, 'Sep', 0, None, None]","[81, 1, 'Mar', 0, None, None]","[65, 1, 'Apr', 0, None, None]","[98, 1, 'Sep', 0, None, None]","[88, 1, 'Aug', 0, None, None]","[86, 1, 'Sep', 0, None, None]","[84, 1, 'Sep', 0, None, None]","[116, 1, 'Sep', 0, None, None]","[60, 2, 'Nov', 0, None, None]","[55, 1, 'Jul', 0, None, None]","[73, 1, 'Jul', 0, None, None]","[60, 1, 'Jul', 0, None, None]",2019-12-04 19:48:46
Beddington Sewage Farm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[24, 1, 'Oct', 0, None, None]",nan,"[9, 1, 'May', 0, None, None]","[35, 1, 'Sep', 0, None, None]","[30, 1, 'Oct', 0, None, None]","[60, 1, 'Oct', 0, None, None]","[20, 1, 'Oct', 0, None, None]","[60, 1, 'Jan', 0, None, None]",nan,"[70, 1, 'Feb', 0, None, None]","[100, 1, 'Oct', 0, None, None]",nan,"[1, 1, 'Apr', 0, None, None]",nan,nan,nan,"[100, 1, 'Nov', 0, None, None]","[80, 1, 'Dec', 0, None, None]","[100, 1, 'Dec', 0, None, None]","[90, 1, 'Oct', 0, None, None]","[65, 1, 'Nov', 0, None, None]","[100, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[120, 1, 'Jan', 0, None, None]","[90, 1, 'Nov', 0, None, None]",2019-12-04 19:48:46
Kingsmill Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[37, 1, 'Feb', 0, None, None]","[34, 1, 'Dec', 0, None, None]","[63, 1, 'Sep', 0, None, None]","[52, 1, 'Oct', 0, None, None]","[35, 1, 'Oct', 0, None, None]","[35, 1, 'Sep', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,"[15, 1, 'Apr', 0, None, None]","[20, 1, 'Oct', 0, None, None]","[41, 1, 'Oct', 0, None, None]","[82, 1, 'Dec', 0, None, None]","[59, 2, 'Aug', 0, None, None]",nan,nan,nan,nan,"[60, 1, 'Jan', 0, None, None]","[83, 1, 'Dec', 0, None, None]","[97, 1, 'Jan', 0, None, None]","[60, 1, 'Sep', 0, None, None]",2019-12-04 19:48:46
Grand Western Canal: Basin to Greenway,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[36, 1, 'May', 0, None, None]","[57, 1, 'Feb', 0, None, None]","[86, 1, 'Dec', 0, None, None]","[72, 1, 'Mar', 0, None, None]","[69, 1, 'Nov', 0, None, None]","[87, 1, 'Feb', 0, None, None]","[76, 1, 'Sep', 0, None, None]","[77, 1, 'Sep', 0, None, None]","[61, 1, 'Oct', 0, None, None]","[44, 1, 'Oct', 0, None, None]","[42, 1, 'Jan', 0, None, None]","[60, 1, 'Mar', 0, None, None]","[70, 1, 'Jan', 0, None, None]","[82, 1, 'Nov', 0, None, None]","[70, 1, 'Jan', 0, None, None]","[89, 1, 'Feb', 0, None, None]",2019-12-04 19:48:46
Colne Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[24, 1, 'May', 0, None, None]","[41, 1, 'Jan', 0, None, None]","[73, 1, 'Oct', 0, None, None]","[45, 1, 'Feb', 0, None, None]","[44, 2, 'Dec', 0, None, None]","[38, 2, 'Nov', 0, None, None]","[44, 2, 'Dec', 0, None, None]","[51, 2, 'Mar', 0, None, None]","[98, 1, 'Jan', 0, None, None]","[43, 1, 'Feb', 0, None, None]","[21, 1, 'Mar', 0, None, None]","[65, 2, 'Mar', 0, None, None]","[48, 1, 'Feb', 0, None, None]","[48, 1, 'Dec', 0, None, None]","[54, 1, 'Jan', 0, None, None]","[41, 1, 'Feb', 0, None, None]","[32, 1, 'Dec', 0, None, None]","[50, 1, 'Jan', 0, None, None]","[42, 2, 'Nov', 0, None, None]","[64, 1, 'Jan', 0, None, None]","[52, 2, 'Feb', 0, None, None]","[67, 2, 'Jan', 0, None, None]","[18, 2, 'Apr', 0, None, None]","[34, 2, 'Mar', 0, None, None]","[86, 2, 'Dec', 0, None, None]","[65, 1, 'Jan', 0, None, None]",2019-12-04 19:48:46
Burry Inlet,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[24, 1, 'Jan', 0, None, None]","[68, 1, 'Oct', 0, None, None]","[121, 1, 'Jan', 0, None, None]","[220, 1, 'Jan', 0, None, None]","[281, 1, 'Nov', 0, None, None]","[198, 1, 'Nov', 0, None, None]","[187, 1, 'Mar', 0, None, None]","[156, 1, 'Aug', 0, None, None]","[158, 1, 'Dec', 0, None, None]","[113, 1, 'Nov', 0, None, None]","[118, 1, 'Jan', 0, None, None]","[127, 1, 'Dec', 0, None, None]","[104, 1, 'Aug', 0, None, None]","[18, 1, 'Jan', 0, None, None]","[14, 1, 'Oct', 0, None, None]","[11, 1, 'Oct', 0, None, None]","[15, 1, 'Oct', 0, None, None]","[15, 1, 'Nov', 0, None, None]","[26, 1, 'Nov', 0, None, None]","[9, 1, 'Oct', 0, None, None]","[20, 1, 'Nov', 0, None, None]","[79, 1, 'Oct', 0, None, None]","[73, 1, 'Nov', 0, None, None]","[91, 1, 'Nov', 0, None, None]","[92, 1, 'Aug', 0, None, None]",2019-12-04 19:48:46
The Wash,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[10, 1, 'Aug', 0, None, None]","[12, 1, 'Aug', 0, None, None]","[40, 1, 'Aug', 0, None, None]","[27, 1, 'Aug', 0, None, None]","[29, 1, 'Mar', 0, None, None]","[31, 1, 'Jan', 0, None, None]","[91, 1, 'Aug', 0, None, None]","[22, 1, 'Sep', 0, None, None]","[24, 1, 'Mar', 0, None, None]","[27, 2, 'Nov', 0, None, None]","[29, 1, 'Sep', 0, None, None]","[32, 1, 'Nov', 0, None, None]","[30, 1, 'Dec', 0, None, None]","[46, 1, 'Nov', 0, None, None]","[91, 1, 'Feb', 0, None, None]","[78, 1, 'Sep', 0, None, None]","[90, 1, 'Oct', 0, None, None]","[62, 1, 'Mar', 0, None, None]","[65, 1, 'Sep', 0, None, None]","[78, 1, 'Jan', 0, None, None]","[76, 1, 'Feb', 0, None, None]","[117, 1, 'Jan', 0, None, None]","[54, 1, 'Jul', 0, None, None]","[52, 1, 'Dec', 0, None, None]","[53, 1, 'Feb', 0, None, None]",2019-12-04 19:48:46
